1567500785811|30|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,enterprise_name,depot_id,longitude,latitude,gmt_create,gmt_modified  FROM depot     WHERE enterprise_name = ?|SELECT  id,enterprise_name,depot_id,longitude,latitude,gmt_create,gmt_modified  FROM depot     WHERE enterprise_name = '富士康电子'
1567500785870|55|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = ?|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = 'GFCK0001'
1567500785925|52|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,waste_category,waste_code,gmt_create,gmt_modified  FROM hazardous_waste     WHERE depot_id = ?|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,waste_category,waste_code,gmt_create,gmt_modified  FROM hazardous_waste     WHERE depot_id = 'GFCK0001'
1567500786071|143|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = ?|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = 'GFCK0002'
1567500786125|51|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,waste_category,waste_code,gmt_create,gmt_modified  FROM hazardous_waste     WHERE depot_id = ?|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,waste_category,waste_code,gmt_create,gmt_modified  FROM hazardous_waste     WHERE depot_id = 'GFCK0002'
1567513496869|45|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT COUNT(1) FROM enterprise WHERE name = ?|SELECT COUNT(1) FROM enterprise WHERE name = '富士康电子'
1567513496891|9|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,name,industry_category,legal_representative,registered_address,business_license,business_scale,registered_capital,industry_category_code,waste_category,waste_name,waste_code,waste_production,waste_feature,depot_position,depot_num,environment_person,approved_mode,emergency_contact,gmt_create,gmt_modified  FROM enterprise     WHERE name = ? LIMIT ?,?|SELECT  id,name,industry_category,legal_representative,registered_address,business_license,business_scale,registered_capital,industry_category_code,waste_category,waste_name,waste_code,waste_production,waste_feature,depot_position,depot_num,environment_person,approved_mode,emergency_contact,gmt_create,gmt_modified  FROM enterprise     WHERE name = '富士康电子' LIMIT 0,10
1567513496913|10|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,enterprise_name,depot_id,longitude,latitude,gmt_create,gmt_modified  FROM depot     WHERE enterprise_name = ?|SELECT  id,enterprise_name,depot_id,longitude,latitude,gmt_create,gmt_modified  FROM depot     WHERE enterprise_name = '富士康电子'
1567513496929|10|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = ?|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = 'GFCK0001'
1567513496978|39|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,exist_amount,waste_category,waste_code,gmt_create,gmt_modified,batch_number  FROM hazardous_waste     WHERE depot_id = ?|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,exist_amount,waste_category,waste_code,gmt_create,gmt_modified,batch_number  FROM hazardous_waste     WHERE depot_id = 'GFCK0001'
1567513590560|7|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT COUNT(1) FROM enterprise WHERE name = ?|SELECT COUNT(1) FROM enterprise WHERE name = '富士康电子'
1567513590571|9|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,name,industry_category,legal_representative,registered_address,business_license,business_scale,registered_capital,industry_category_code,waste_category,waste_name,waste_code,waste_production,waste_feature,depot_position,depot_num,environment_person,approved_mode,emergency_contact,gmt_create,gmt_modified  FROM enterprise     WHERE name = ? LIMIT ?,?|SELECT  id,name,industry_category,legal_representative,registered_address,business_license,business_scale,registered_capital,industry_category_code,waste_category,waste_name,waste_code,waste_production,waste_feature,depot_position,depot_num,environment_person,approved_mode,emergency_contact,gmt_create,gmt_modified  FROM enterprise     WHERE name = '富士康电子' LIMIT 0,10
1567513590582|9|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,enterprise_name,depot_id,longitude,latitude,gmt_create,gmt_modified  FROM depot     WHERE enterprise_name = ?|SELECT  id,enterprise_name,depot_id,longitude,latitude,gmt_create,gmt_modified  FROM depot     WHERE enterprise_name = '富士康电子'
1567513590596|11|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = ?|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = 'GFCK0001'
1567513590611|10|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,exist_amount,waste_category,waste_code,gmt_create,gmt_modified,batch_number  FROM hazardous_waste     WHERE depot_id = ?|SELECT  id,depot_id,name,feature,physical_state,packing,transfer_amount,exist_amount,waste_category,waste_code,gmt_create,gmt_modified,batch_number  FROM hazardous_waste     WHERE depot_id = 'GFCK0001'
1567513590631|9|statement|connection 0|url jdbc:p6spy:mysql://47.112.16.168:3306/solidwasteDB?serverTimezone=GMT%2B8&characterEncoding=utf8&useUnicode=true&useSSL=false|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = ?|SELECT  id,monitor_name,depot_id,waste_code,fan_status,governing_status,hydrogen_sulfide,ammonia,oxygen,gmt_create,gmt_modified  FROM monitor_system     WHERE depot_id = 'GFCK0002'
